model,reference_date,horizon,target_end_date,target_group,output_type,output_type_id,value
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.1,37
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.15,47
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.2,57
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.25,66
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.3,74
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.35,82
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.4,90
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.45,97
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.5,106
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.55,114
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.6,124
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.65,133
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.7,143
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.75,154
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.8,168
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.85,185
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.9,208
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.95,244
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.975,275
Regular Baseline,5/23/2026,3,6/13/2026,Adults,quantile,0.99,327
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.01,176
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.025,191
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.05,207
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.1,228
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.15,241
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.2,250
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.25,260
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.3,266
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.35,274
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.4,280
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.45,287
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.5,292
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.55,297
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.6,304
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.65,310
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.7,319
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.75,326
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.8,338
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.85,347
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.9,364
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.95,391
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.975,414
Regular Baseline,5/23/2026,-2,5/9/2026,Overall,quantile,0.99,437
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.01,130
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.025,156
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.05,177
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.1,202
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.15,220
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.2,233
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.25,245
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.3,255
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.35,265
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.4,274
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.45,283
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.5,292
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.55,301
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.6,311
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.65,322
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.7,332
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.75,345
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.8,359
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.85,376
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.9,400
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.95,435
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.975,470
Regular Baseline,5/23/2026,-1,5/16/2026,Overall,quantile,0.99,517
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.01,107
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.025,133
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.05,155
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.1,183
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.15,203
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.2,219
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.25,232
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.3,245
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.35,258
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.4,269
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.45,281
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.5,292
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.55,304
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.6,316
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.65,329
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.7,343
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.75,359
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.8,377
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.85,399
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.9,428
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.95,473
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.975,513
Regular Baseline,5/23/2026,0,5/23/2026,Overall,quantile,0.99,570
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.01,87
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.025,114
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.05,139
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.1,169
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.15,189
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.2,206
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.25,221
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.3,236
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.35,251
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.4,264
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.45,278
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.5,292
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.55,305
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.6,320
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.65,336
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.7,352
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.75,372
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.8,392
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.85,416
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.9,451
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.95,503
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.975,553
Regular Baseline,5/23/2026,1,5/30/2026,Overall,quantile,0.99,608
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.01,73
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.025,97
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.05,122
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.1,156
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.15,178
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.2,196
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.25,214
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.3,231
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.35,246
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.4,261
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.45,276
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.5,292
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.55,308
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.6,324
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.65,342
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.7,361
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.75,382
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.8,407
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.85,434
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.9,471
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.95,535
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.975,583
Regular Baseline,5/23/2026,2,6/6/2026,Overall,quantile,0.99,650
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.01,59
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.025,86
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.05,112
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.1,145
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.15,170
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.2,190
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.25,208
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.3,226
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.35,243
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.4,259
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.45,276
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.5,292
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.55,310
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.6,329
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.65,349
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.7,371
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.75,394
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.8,420
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.85,451
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.9,493
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.95,562
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.975,619
Regular Baseline,5/23/2026,3,6/13/2026,Overall,quantile,0.99,697
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.01,113
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.025,122
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.05,133
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.1,141
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.15,148
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.2,157
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.25,164
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.3,170
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.35,173
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.4,177
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.45,182
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.5,186
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.55,190
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.6,196
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.65,200
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.7,203
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.75,210
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.8,218
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.85,228
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.9,237
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.95,248
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.975,264
Regular Baseline,5/23/2026,-2,5/9/2026,Pediatrics,quantile,0.99,276
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.01,86
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.025,97
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.05,110
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.1,126
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.15,137
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.2,145
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.25,153
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.3,160
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.35,167
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.4,173
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.45,179
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.5,186
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.55,192
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.6,199
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.65,206
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.7,215
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.75,222
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.8,232
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.85,243
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.9,257
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.95,280
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.975,299
Regular Baseline,5/23/2026,-1,5/16/2026,Pediatrics,quantile,0.99,324
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.01,68
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.025,84
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.05,97
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.1,114
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.15,126
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.2,137
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.25,146
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.3,155
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.35,162
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.4,170
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.45,178
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.5,186
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.55,194
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.6,203
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.65,212
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.7,222
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.75,232
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.8,244
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.85,258
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.9,275
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.95,303
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.975,330
Regular Baseline,5/23/2026,0,5/23/2026,Pediatrics,quantile,0.99,357
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.01,54
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.025,70
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.05,86
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.1,105
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.15,118
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.2,130
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.25,140
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.3,151
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.35,160
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.4,168
Regular Baseline,5/23/2026,1,5/30/2026,Pediatrics,quantile,0.45,178
