"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.01",45
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.025",55
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.05",66
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.1",77
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.15",80
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.2",87
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.25",91
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.3",94
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.35",98
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.4",101
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.45",103
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.55",109
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.6",111
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.65",115
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.7",119
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.75",122
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.8",127
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.85",135
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.9",140
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.95",156
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.975",173
"Regular Baseline","2026-06-06",-4,"2026-05-09","Adults","quantile","0.99",191
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.01",32
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.025",42
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.05",51
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.1",63
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.15",71
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.2",77
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.25",83
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.3",88
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.35",93
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.4",97
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.45",102
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.55",110
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.6",115
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.65",120
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.7",126
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.75",132
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.8",139
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.85",148
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.9",159
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.95",179
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.975",198
"Regular Baseline","2026-06-06",-3,"2026-05-16","Adults","quantile","0.99",225
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.01",21
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.025",32
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.05",42
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.1",54
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.15",63
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.2",70
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.25",77
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.3",83
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.35",89
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.4",95
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.45",100
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.55",111
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.6",117
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.65",124
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.7",131
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.75",139
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.8",148
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.85",158
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.9",174
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.95",201
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.975",224
"Regular Baseline","2026-06-06",-2,"2026-05-23","Adults","quantile","0.99",254
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.01",14
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.025",24
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.05",34
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.1",48
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.15",58
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.2",66
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.25",73
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.3",79
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.35",87
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.4",93
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.45",99
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.55",113
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.6",120
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.65",128
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.7",136
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.75",145
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.8",156
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.85",169
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.9",187
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.95",217
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.975",244
"Regular Baseline","2026-06-06",-1,"2026-05-30","Adults","quantile","0.99",278
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.01",8
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.025",18
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.05",28
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.1",41
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.15",52
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.2",61
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.25",69
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.3",77
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.35",84
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.4",92
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.45",98
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.55",113
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.6",121
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.65",130
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.7",139
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.75",150
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.8",163
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.85",177
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.9",197
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.95",232
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.975",262
"Regular Baseline","2026-06-06",0,"2026-06-06","Adults","quantile","0.99",304
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.01",5
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.025",14
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.05",23
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.1",37
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.15",48
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.2",57
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.25",66
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.3",75
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.35",82
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.4",90
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.45",98
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.55",114
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.6",123
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.65",133
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.7",143
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.75",154
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.8",169
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.85",185
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.9",207
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.95",249
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.975",283
"Regular Baseline","2026-06-06",1,"2026-06-13","Adults","quantile","0.99",330
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.01",2
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.025",10
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.05",19
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.1",33
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.15",44
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.2",54
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.25",63
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.3",71
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.35",80
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.4",88
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.45",97
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.55",114
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.6",123
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.65",134
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.7",146
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.75",158
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.8",174
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.85",193
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.9",218
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.95",262
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.975",300
"Regular Baseline","2026-06-06",2,"2026-06-20","Adults","quantile","0.99",358
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.01",1
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.025",7
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.05",15
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.1",29
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.15",41
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.2",51
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.25",61
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.3",69
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.35",78
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.4",87
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.45",97
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.5",106
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.55",116
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.6",126
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.65",137
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.7",148
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.75",162
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.8",178
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.85",199
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.9",227
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.95",271
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.975",318
"Regular Baseline","2026-06-06",3,"2026-06-27","Adults","quantile","0.99",381
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.01",176
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.025",191
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.05",207
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.1",228
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.15",241
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.2",250
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.25",260
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.3",266
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.35",274
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.4",280
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.45",287
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.55",297
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.6",304
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.65",310
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.7",319
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.75",326
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.8",338
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.85",347
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.9",364
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.95",391
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.975",414
"Regular Baseline","2026-06-06",-4,"2026-05-09","Overall","quantile","0.99",437
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.01",129
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.025",155
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.05",178
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.1",203
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.15",220
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.2",233
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.25",244
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.3",254
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.35",264
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.4",273
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.45",283
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.55",302
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.6",311
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.65",321
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.7",332
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.75",344
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.8",359
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.85",376
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.9",398
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.95",435
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.975",469
"Regular Baseline","2026-06-06",-3,"2026-05-16","Overall","quantile","0.99",519
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.01",105
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.025",130
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.05",154
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.1",184
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.15",203
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.2",220
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.25",233
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.3",245
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.35",257
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.4",269
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.45",280
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.55",304
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.6",316
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.65",329
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.7",343
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.75",359
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.8",377
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.85",399
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.9",428
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.95",471
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.975",513
"Regular Baseline","2026-06-06",-2,"2026-05-23","Overall","quantile","0.99",569
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.01",87
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.025",111
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.05",136
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.1",168
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.15",190
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.2",207
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.25",222
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.3",237
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.35",250
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.4",264
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.45",278
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.55",305
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.6",319
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.65",334
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.7",350
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.75",368
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.8",386
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.85",412
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.9",447
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.95",498
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.975",551
"Regular Baseline","2026-06-06",-1,"2026-05-30","Overall","quantile","0.99",612
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.01",73
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.025",100
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.05",126
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.1",158
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.15",180
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.2",199
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.25",216
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.3",232
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.35",248
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.4",263
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.45",277
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.55",308
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.6",324
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.65",341
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.7",360
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.75",379
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.8",404
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.85",431
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.9",468
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.95",530
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.975",584
"Regular Baseline","2026-06-06",0,"2026-06-06","Overall","quantile","0.99",666
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.01",64
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.025",88
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.05",112
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.1",146
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.15",172
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.2",192
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.25",210
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.3",226
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.35",242
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.4",258
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.45",274
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.55",309
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.6",329
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.65",348
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.7",369
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.75",390
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.8",415
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.85",447
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.9",488
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.95",555
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.975",618
"Regular Baseline","2026-06-06",1,"2026-06-13","Overall","quantile","0.99",712
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.01",53
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.025",77
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.05",101
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.1",138
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.15",163
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.2",186
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.25",204
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.3",222
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.35",239
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.4",257
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.45",274
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.5",292
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.55",312
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.6",331
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.65",352
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.7",374
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.75",400
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.8",427
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.85",465
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.9",511
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.95",585
"Regular Baseline","2026-06-06",2,"2026-06-20","Overall","quantile","0.975",664
